QueryID,Query,Query Category,System Output,Remarks,RetrievedCallIDs,IDRecall
Q558,Q558,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q559,Q559,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q560,Q560,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q561,Q561,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q562,Q562,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q563,Q563,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q564,Q564,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q565,Q565,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q566,Q566,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q567,Q567,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q568,Q568,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q569,Q569,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q570,Q570,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q571,Q571,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q572,Q572,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q573,Q573,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q574,Q574,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q575,Q575,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q576,Q576,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q577,Q577,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q578,Q578,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q579,Q579,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q580,Q580,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q581,Q581,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q582,Q582,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q583,Q583,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q584,Q584,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q585,Q585,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q586,Q586,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q587,Q587,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q588,Q588,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q589,Q589,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q590,Q590,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q591,Q591,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q592,Q592,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q593,Q593,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q594,Q594,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q595,Q595,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q596,Q596,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q597,Q597,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q598,Q598,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q599,Q599,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q600,Q600,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q601,Q601,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q602,Q602,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q603,Q603,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q604,Q604,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q605,Q605,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q606,Q606,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q607,Q607,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q608,Q608,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q609,Q609,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q610,Q610,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q611,Q611,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q612,Q612,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q613,Q613,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q614,Q614,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q615,Q615,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q616,Q616,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q617,Q617,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q618,Q618,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q619,Q619,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q620,Q620,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q621,Q621,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q622,Q622,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q623,Q623,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q624,Q624,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q625,Q625,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q626,Q626,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q627,Q627,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q628,Q628,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q629,Q629,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q630,Q630,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q631,Q631,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q632,Q632,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q633,Q633,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q634,Q634,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q635,Q635,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q636,Q636,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q637,Q637,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q638,Q638,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q639,Q639,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q640,Q640,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q641,Q641,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q642,Q642,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q643,Q643,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q644,Q644,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q645,Q645,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q646,Q646,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q647,Q647,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q648,Q648,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q649,Q649,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q650,Q650,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q651,Q651,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q652,Q652,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q653,Q653,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q654,Q654,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q655,Q655,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q656,Q656,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q657,Q657,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q658,Q658,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q659,Q659,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q660,Q660,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q661,Q661,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q662,Q662,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q663,Q663,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q664,Q664,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q665,Q665,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q666,Q666,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q667,Q667,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q668,Q668,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q669,Q669,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q670,Q670,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q671,Q671,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q672,Q672,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q673,Q673,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q674,Q674,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q675,Q675,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q676,Q676,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q677,Q677,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q678,Q678,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q679,Q679,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q680,Q680,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q681,Q681,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q682,Q682,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q683,Q683,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q684,Q684,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q685,Q685,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q686,Q686,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q687,Q687,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q688,Q688,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q689,Q689,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q690,Q690,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q691,Q691,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q692,Q692,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q693,Q693,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q694,Q694,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q695,Q695,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q696,Q696,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q697,Q697,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q698,Q698,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q699,Q699,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q700,Q700,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q701,Q701,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q702,Q702,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q703,Q703,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q704,Q704,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q705,Q705,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q706,Q706,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q707,Q707,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q708,Q708,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q709,Q709,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q710,Q710,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q711,Q711,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q712,Q712,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q713,Q713,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q714,Q714,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q715,Q715,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q716,Q716,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q717,Q717,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q718,Q718,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q719,Q719,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q720,Q720,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q721,Q721,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q722,Q722,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q723,Q723,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q724,Q724,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q725,Q725,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q726,Q726,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q727,Q727,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q728,Q728,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q729,Q729,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q730,Q730,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q731,Q731,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q732,Q732,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q733,Q733,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q734,Q734,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q735,Q735,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q736,Q736,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q737,Q737,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q738,Q738,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q739,Q739,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q740,Q740,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q741,Q741,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q742,Q742,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q743,Q743,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q744,Q744,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q745,Q745,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q746,Q746,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q747,Q747,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q748,Q748,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q749,Q749,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q750,Q750,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q751,Q751,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q752,Q752,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q753,Q753,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q754,Q754,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q755,Q755,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q756,Q756,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q757,Q757,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q758,Q758,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q759,Q759,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q760,Q760,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q761,Q761,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q762,Q762,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q763,Q763,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q764,Q764,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q765,Q765,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q766,Q766,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q767,Q767,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q768,Q768,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q769,Q769,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q770,Q770,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q771,Q771,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q772,Q772,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q773,Q773,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q774,Q774,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q775,Q775,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q776,Q776,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q777,Q777,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q778,Q778,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q779,Q779,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q780,Q780,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q781,Q781,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q782,Q782,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q783,Q783,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q784,Q784,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q785,Q785,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q786,Q786,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q787,Q787,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q788,Q788,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q789,Q789,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q790,Q790,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q791,Q791,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q792,Q792,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q793,Q793,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q794,Q794,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q795,Q795,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q796,Q796,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q797,Q797,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q798,Q798,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q799,Q799,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q800,Q800,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q801,Q801,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q802,Q802,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q803,Q803,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q804,Q804,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q805,Q805,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q806,Q806,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q807,Q807,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q808,Q808,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q809,Q809,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q810,Q810,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q811,Q811,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q812,Q812,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q813,Q813,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q814,Q814,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q815,Q815,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q816,Q816,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q817,Q817,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q818,Q818,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q819,Q819,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q820,Q820,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q821,Q821,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q822,Q822,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q823,Q823,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q824,Q824,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q825,Q825,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q826,Q826,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q827,Q827,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q828,Q828,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q829,Q829,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q830,Q830,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q831,Q831,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q832,Q832,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q833,Q833,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q834,Q834,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q835,Q835,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q836,Q836,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
